customer_id,0,1,2,3,4
5d272b9dcb,0.1373675057701869,0.0,0.5962362738589683,0.8016044435741925,0.180086396986167
f6d1b2ba63,0.2160428770404435,0.020714752430425976,0.3030967920746094,0.8711927008460119,0.1914941609861054
180c632ed8,0.14278480978437436,0.006191888614435648,0.5990588874418521,0.7975059118094296,0.26393691107655126
6aef2b6726,0.14128789659095636,0.006067560966099617,0.6019369690664389,0.8061226207179899,0.1898001907058138
8475ee66ef,0.14174732341631358,0.005732983924656154,0.6006678390182664,0.8043847654778206,0.17557002905473246
f2f53bcc67,0.14287436226686273,0.006313662911689,0.6004163901324862,0.79752674957034,0.26956513871620924
5b650c89cc,0.15065367472656288,0.011996083351098474,0.6004558658819321,0.7908381541045455,0.22796836254974093
84775a7237,0.14706957500146833,0.012293192800759467,0.6050230352555789,0.8012699343156648,0.2721013617532137
dd4bcde51a,0.1467865624385533,0.011853163459438765,0.6040848747591354,0.7965629890701449,0.3385238325258444
4eff9f04bf,0.15252257267065983,0.018050779277400286,0.6079494009094637,0.8008236236406966,0.26793813900893426
8733352e37,0.15121704749703427,0.017914096514426325,0.6098894634298118,0.8041010156950331,0.26843661540419694
dce8e4700a,0.15102855400828913,0.017829186494803362,0.6102489648574213,0.8087162109663719,0.1869642306001914
f3070b7bbf,0.15157988924506355,0.017660238874556144,0.6093567920128462,0.8069296342832205,0.1779855580478587
f49ed5489a,0.1511716454273192,0.01781552220755478,0.6102294090882654,0.8074993893863381,0.18278463515450433
7c027ecfd3,0.23549232107987408,0.044497260145275386,0.3199002641685142,0.8778405121929604,0.19263692423125642
7d9a62afd6,0.15638177887583293,0.023723307327811305,0.6127710039310896,0.8049652154213367,0.25657053730535295
d5ef759319,0.16211564530361794,0.0249843603918376,0.6055766051792032,0.7876880277430767,0.2339421132456527
dd27b47fb5,0.15613759622563037,0.023537169618199127,0.6143489381909463,0.8088150682412468,0.1808577069665988
e79f867434,0.15614565711825867,0.02389000910837058,0.6142293864556125,0.8045461588729038,0.26814875207429056
eb13ad08ad,0.1675786476678701,0.02561730868685952,0.6004747876770151,0.7711379369311934,0.2696921433461276
fd1202393e,0.1550902071435446,0.023467480550656394,0.6149910825209396,0.8069183160855609,0.2584661949488912
1f1fe12bed,0.17393977894723503,0.03174321116530954,0.6035095926285602,0.7675317437228959,0.21813112665342202
29786040d4,0.15917234406762867,0.02897854834810404,0.6203298199260494,0.8150136801041623,0.18337525691193074
47e04c1274,0.2157340973723485,0.043443908825317845,0.4182901154828866,0.8454582795708196,0.18316874723022739
68e63f5236,0.16016385790383522,0.0291194601078838,0.6192826100068567,0.8078063344175905,0.26242525590764176
8e8652bdc8,0.16127607328241148,0.02955134025442918,0.617427023745737,0.806167194404157,0.2681555410383162
b92ab1eeec,0.17386443592513368,0.031642590910665236,0.6028269040958588,0.7669721262822088,0.19911309058894067
ccd38a80b8,0.15987594238204111,0.028916885961990657,0.6198550690834645,0.807951445823996,0.25913305767448597
e8e2f0ceaa,0.15927998020903464,0.028986638804863296,0.6211233244476843,0.8136879471256813,0.18756475259702057
14f6344b4d,0.1672249434372389,0.03507943336038394,0.6194479871944524,0.7984079390435556,0.23391232116263608
717b3c4687,0.16601569362934568,0.034956912254275385,0.6249820901095348,0.8066759924768196,0.2735905515834717
8ef0980510,0.16592589940680127,0.034748312754615596,0.6232521408254799,0.8066741046171761,0.26764902673053326
0a731445a4,0.1690720122854531,0.04038691614600931,0.62983392664603,0.8156505917639592,0.1804761056193932
6137fa5620,0.17121151499225556,0.04089663743569866,0.6285186557404278,0.81070006535423,0.18662335090654467
a11cd335ff,0.17106399820907847,0.04100742963113352,0.6284589625823095,0.8067427812080445,0.2722868074388049
22f355aeb4,0.18707191281691113,0.05327576736632755,0.6222514536656333,0.7833037504518009,0.21228879939578765
8d985fae15,0.18317161964487358,0.053011376489644046,0.6285590038586868,0.7990421720005159,0.17268439577533612
afc96f7eaa,0.19181713080617852,0.05447185952419192,0.6163020579090706,0.7705739638921866,0.19865051075346543
412c8c0b2d,0.26215259065075674,0.07885112953174439,0.3502370228038793,0.889600421170723,0.19709854727684634
f0204a5fed,0.18718991074895247,0.0588075901826432,0.6331056869083194,0.8019637850630694,0.17232143620655282
4336560739,0.26215259065075674,0.07885112953174439,0.3502370228038793,0.889600421170723,0.19709854727684634
1a1761e910,0.1911845622705185,0.06492284102826018,0.6431303916756672,0.8069972859345631,0.3538674461288388
8b1a9a013b,0.18963085233318805,0.0645272164991268,0.6451763962567942,0.8149243635418272,0.26816759902450504
9aadcc2e76,0.19104030362211516,0.06497106401410546,0.6379490892418836,0.8045734837401146,0.1779115183087328
9bdb616748,0.19085848177190523,0.0648790575998055,0.643219299769715,0.8129335805079622,0.26914949565139257
ac5d148391,0.18963645883697755,0.06451103752384868,0.6456024009564694,0.8193312554400637,0.1847348638747877
d6cf0c552d,0.1920914852622022,0.06453345234542579,0.6367505369130552,0.7994317116892742,0.23077196701176877
