customer_id,0,1,2,3,4,cluster
5d272b9dcb,0.1373675057701869,0.0,0.5962362738589683,0.8016044435741925,0.180086396986167,3
f6d1b2ba63,0.2160428770404435,0.0207147524304259,0.3030967920746094,0.8711927008460119,0.1914941609861054,3
180c632ed8,0.1427848097843743,0.0061918886144356,0.5990588874418521,0.7975059118094296,0.2639369110765512,3
6aef2b6726,0.1412878965909563,0.0060675609660996,0.6019369690664389,0.8061226207179899,0.1898001907058138,3
8475ee66ef,0.1417473234163135,0.0057329839246561,0.6006678390182664,0.8043847654778206,0.1755700290547324,3
f2f53bcc67,0.1428743622668627,0.006313662911689,0.6004163901324862,0.79752674957034,0.2695651387162092,3
5b650c89cc,0.1506536747265628,0.0119960833510984,0.6004558658819321,0.7908381541045455,0.2279683625497409,3
84775a7237,0.1470695750014683,0.0122931928007594,0.6050230352555789,0.8012699343156648,0.2721013617532137,3
dd4bcde51a,0.1467865624385533,0.0118531634594387,0.6040848747591354,0.7965629890701449,0.3385238325258444,3
4eff9f04bf,0.1525225726706598,0.0180507792774002,0.6079494009094637,0.8008236236406966,0.2679381390089342,2
8733352e37,0.1512170474970342,0.0179140965144263,0.6098894634298118,0.8041010156950331,0.2684366154041969,2
dce8e4700a,0.1510285540082891,0.0178291864948033,0.6102489648574213,0.8087162109663719,0.1869642306001914,3
f3070b7bbf,0.1515798892450635,0.0176602388745561,0.6093567920128462,0.8069296342832205,0.1779855580478587,3
f49ed5489a,0.1511716454273192,0.0178155222075547,0.6102294090882654,0.8074993893863381,0.1827846351545043,3
7c027ecfd3,0.235492321079874,0.0444972601452753,0.3199002641685142,0.8778405121929604,0.1926369242312564,3
7d9a62afd6,0.1563817788758329,0.0237233073278113,0.6127710039310896,0.8049652154213367,0.2565705373053529,2
d5ef759319,0.1621156453036179,0.0249843603918376,0.6055766051792032,0.7876880277430767,0.2339421132456527,2
dd27b47fb5,0.1561375962256303,0.0235371696181991,0.6143489381909463,0.8088150682412468,0.1808577069665988,2
e79f867434,0.1561456571182586,0.0238900091083705,0.6142293864556125,0.8045461588729038,0.2681487520742905,2
eb13ad08ad,0.1675786476678701,0.0256173086868595,0.6004747876770151,0.7711379369311934,0.2696921433461276,2
fd1202393e,0.1550902071435446,0.0234674805506563,0.6149910825209396,0.8069183160855609,0.2584661949488912,2
1f1fe12bed,0.173939778947235,0.0317432111653095,0.6035095926285602,0.7675317437228959,0.218131126653422,2
29786040d4,0.1591723440676286,0.028978548348104,0.6203298199260494,0.8150136801041623,0.1833752569119307,2
47e04c1274,0.2157340973723485,0.0434439088253178,0.4182901154828866,0.8454582795708196,0.1831687472302273,3
68e63f5236,0.1601638579038352,0.0291194601078838,0.6192826100068567,0.8078063344175905,0.2624252559076417,2
