customer_id,customer_age
1b8f824d5e,0.046153846153846156
5d272b9dcb,0.03076923076923077
f6d1b2ba63,0.35384615384615387
180c632ed8,0.16923076923076924
4eb37a6705,0.07692307692307693
6aef2b6726,0.38461538461538464
8475ee66ef,0.13846153846153847
f2f53bcc67,0.18461538461538463
5b650c89cc,0.07692307692307693
84775a7237,0.07692307692307693
dd4bcde51a,0.07692307692307693
4eff9f04bf,0.046153846153846156
8733352e37,0.2769230769230769
dce8e4700a,0.16923076923076924
f3070b7bbf,0.09230769230769231
f49ed5489a,0.5538461538461539
7c027ecfd3,0.30769230769230776
7d9a62afd6,0.18461538461538463
d5ef759319,0.1076923076923077
dd27b47fb5,0.24615384615384617
e79f867434,0.0
eb13ad08ad,0.4923076923076924
fd1202393e,0.13846153846153847
1f1fe12bed,0.16923076923076924
29786040d4,0.1076923076923077
47e04c1274,0.13846153846153847
68e63f5236,0.24615384615384617
8e8652bdc8,0.16923076923076924
b92ab1eeec,0.4923076923076924
ccd38a80b8,0.30769230769230776
e8e2f0ceaa,0.06153846153846154
14f6344b4d,0.09230769230769231
717b3c4687,0.2
8ef0980510,0.26153846153846155
f8d0140d7c,0.26153846153846155
0a731445a4,0.15384615384615385
6137fa5620,0.16923076923076924
a11cd335ff,0.3384615384615384
ba2f1ced9c,0.16923076923076924
22f355aeb4,0.07692307692307693
8d985fae15,0.15384615384615385
afc96f7eaa,0.4153846153846154
412c8c0b2d,0.13846153846153847
f0204a5fed,0.07692307692307693
4336560739,0.13846153846153847
1a1761e910,0.2
728552f1e2,0.16923076923076924
8b1a9a013b,0.24615384615384617
9aadcc2e76,0.35384615384615387
9bdb616748,0.30769230769230776
a9f54fe565,0.5076923076923077
ac5d148391,0.1076923076923077
d6cf0c552d,0.35384615384615387
ef90f2896f,0.1076923076923077
63cb294ad9,0.015384615384615385
6f17174721,0.18461538461538463
e2a78e91ab,0.2923076923076923
f44a00e6b7,0.1076923076923077
5ff91ba1e7,0.13846153846153847
92d8bc44b4,0.15384615384615385
c12dd2c84d,0.18461538461538463
d1be39876d,0.24615384615384617
f9149817de,0.2769230769230769
65b5f99b38,0.24615384615384617
6f36cc3a8c,0.03076923076923077
92676da2f6,0.1076923076923077
ae629c62a4,0.16923076923076924
0f1296cd12,0.2153846153846154
2a90e9da84,0.16923076923076924
3c687cd02b,0.24615384615384617
71f27a325a,0.18461538461538463
808a60c58e,0.16923076923076924
a67d3108cb,0.16923076923076924
6634edd8ba,0.18461538461538463
7e218c8401,0.09230769230769231
40b5c1bf89,0.2153846153846154
c79709f885,0.13846153846153847
273bf88a7a,0.16923076923076924
986ffd3978,0.12307692307692308
a9bac03d6b,0.15384615384615385
cd9fbabc74,0.15384615384615385
f05dc76d77,0.1076923076923077
1a657638a3,0.1076923076923077
1b54aeb30e,0.09230769230769231
66962f296d,0.23076923076923078
9021b0eeef,0.09230769230769231
c356ce63ab,0.1076923076923077
f30b826759,0.2153846153846154
b5feb6761d,0.16923076923076924
c61c9a1bab,0.30769230769230776
196a727bde,0.12307692307692308
3755ea83a7,0.07692307692307693
abf467fcb9,0.06153846153846154
d4eb2dcdd4,0.16923076923076924
058404008c,0.16923076923076924
0d526ed789,0.1076923076923077
1f04b6d085,0.09230769230769231
37c312f839,0.18461538461538463
543b4d9746,0.16923076923076924
8a886b03ad,0.18461538461538463
178a2066cd,0.24615384615384617
8488cf477c,0.046153846153846156
d5cbe9cd02,0.24615384615384617
feaab115c2,0.16923076923076924
0d6be37d38,0.15384615384615385
24c8145794,0.13846153846153847
2be9a73116,0.18461538461538463
5acfb1cbe8,0.16923076923076924
5ccb9c10e7,0.13846153846153847
8c5ab58abc,0.24615384615384617
9dff2cfcaf,0.13846153846153847
ae60e1e941,0.2923076923076923
bdbc772f59,0.24615384615384617
db71787456,0.18461538461538463
0078c75d48,0.18461538461538463
10a1146b51,0.3692307692307693
1ce954e22d,0.046153846153846156
4719454a4a,0.15384615384615385
845476410f,0.13846153846153847
b8697c776f,0.13846153846153847
032b9aa603,0.1076923076923077
085c69caf5,0.47692307692307695
0e2202b4ff,0.15384615384615385
2e32718c5e,0.13846153846153847
32e9ffa451,0.09230769230769231
44b3afa9a7,0.16923076923076924
5c07a72fb9,0.23076923076923078
68c32e3e8e,0.2
7518d551b4,0.07692307692307693
8e1d412bc8,0.18461538461538463
9af3f36e20,0.09230769230769231
9c5d8d6747,0.18461538461538463
d5040766f5,0.18461538461538463
f3d2bc9337,0.2
74abf9544b,0.2153846153846154
a456d25178,0.06153846153846154
ae4b9bb2c7,0.39999999999999997
c4656e109e,0.18461538461538463
e679133854,0.13846153846153847
f5defd808d,0.23076923076923078
f6589e8a37,0.12307692307692308
60ead82728,0.06153846153846154
7f00a90c52,0.12307692307692308
80365766b2,0.046153846153846156
addfb5042c,0.13846153846153847
ae97969141,0.38461538461538464
c9985efbcc,0.12307692307692308
1f7d3f69a7,0.26153846153846155
62ff07fea6,0.13846153846153847
9f073587cd,0.16923076923076924
a4d5c3fd0f,0.03076923076923077
b9735ec4f2,0.35384615384615387
ea192fe2de,0.15384615384615385
02bbda062b,0.06153846153846154
361b3c6e49,0.39999999999999997
5e2daae632,0.2153846153846154
6ef7fb6373,0.09230769230769231
75b2c2b40c,0.13846153846153847
d490269fd4,0.09230769230769231
fd399c247b,0.1076923076923077
6648d8d064,0.523076923076923
713d64ed06,0.15384615384615385
9d9de87f12,0.2
c7ec8d73d7,0.09230769230769231
984bdb29c3,0.18461538461538463
f6fa34ff77,0.12307692307692308
021b015866,0.24615384615384617
0ed8316685,0.24615384615384617
4fd3cb3c22,0.16923076923076924
5493ba802f,0.2153846153846154
781d87fe87,0.12307692307692308
7c92e7073d,0.15384615384615385
7db2d72273,0.12307692307692308
998b934f1c,0.13846153846153847
afd06dad50,0.18461538461538463
e59d5dd2fb,0.13846153846153847
e841fc0764,0.18461538461538463
ef12a56abc,0.2153846153846154
f25983cd7b,0.03076923076923077
ffa81f02b2,0.4153846153846154
18cc1d2875,0.5846153846153845
670233f2cf,0.1076923076923077
7c01402da5,0.23076923076923078
9f2af8244f,0.18461538461538463
4467d47be9,0.26153846153846155
d6c7fff6f1,0.3692307692307693
09507141ca,0.15384615384615385
7b513243ac,0.15384615384615385
162dd1129c,0.1076923076923077
28df4d3610,0.2923076923076923
6e11ecdd1d,0.16923076923076924
6f384a0b60,0.12307692307692308
bff1791009,0.43076923076923085
ca516232d6,0.12307692307692308
e7d4191c8e,0.015384615384615385
f410d3fd90,0.12307692307692308
41944877f7,0.3384615384615384
6bd7d01e25,0.1076923076923077
d1a756fdb7,0.15384615384615385
dfbb719f59,0.3230769230769231
ef760c3a3c,0.16923076923076924
0c92641c50,0.13846153846153847
12ba768c1b,0.2
1b84efb601,0.1076923076923077
508e4b40d5,0.12307692307692308
6b716a79d8,0.13846153846153847
83344d0d62,0.24615384615384617
ae25fa3446,0.38461538461538464
c43521192d,0.2769230769230769
dcf1d20f94,0.2
e0bb61760c,0.3384615384615384
e66f0b22be,0.16923076923076924
e8f254a194,0.16923076923076924
132c810831,0.06153846153846154
13849b6e03,0.2
1538f7b7c4,0.2153846153846154
33de975fcd,0.4461538461538462
3d3924809a,0.12307692307692308
4d43db4f0a,0.2923076923076923
556ceec5a1,0.2153846153846154
855a46fffb,0.13846153846153847
871727b522,0.16923076923076924
877118d987,0.16923076923076924
b0badc9945,0.2
b4997b8b7b,0.18461538461538463
b4a2205bba,0.2769230769230769
ba0f8da7a7,0.16923076923076924
bd6d24807f,0.4615384615384615
be6ebc3502,0.16923076923076924
da5df2f42a,0.16923076923076924
ddf2954fe7,0.26153846153846155
e2849e256d,0.13846153846153847
ecf3230232,0.30769230769230776
fc612ec0e6,0.1076923076923077
16b3e2a4e1,0.13846153846153847
32a4b982f0,0.16923076923076924
4a23e440a8,0.13846153846153847
4eba9cdc74,0.16923076923076924
62495cfcf7,0.1076923076923077
7b0661a6ba,0.23076923076923078
8eb60414cf,0.23076923076923078
b4813600ca,0.16923076923076924
f22e096e00,0.4461538461538462
5cdc15fd72,0.12307692307692308
6a90345118,0.26153846153846155
7ef988f716,0.09230769230769231
882939e82e,0.38461538461538464
1bc1bb16dc,0.13846153846153847
70d5b70805,0.2
79b60c34b3,0.13846153846153847
8fb1875c3f,0.3230769230769231
aedfe8c2c6,0.23076923076923078
2870736dd7,0.046153846153846156
49a4a16171,0.2
4dfcdff3c0,0.2
52bcc4c9e6,0.07692307692307693
79b6c34da0,0.30769230769230776
90343b441d,0.35384615384615387
a117fa6d34,0.12307692307692308
c6e9b0e409,0.07692307692307693
ce80947a22,0.3384615384615384
dc9704332d,0.15384615384615385
e9e58d251b,0.16923076923076924
f57fa64786,0.24615384615384617
2e17bfa8dd,0.23076923076923078
5191d8235f,0.1076923076923077
5dc1805c15,0.16923076923076924
f404bd0505,0.24615384615384617
04f0d5feb9,0.16923076923076924
10557cc9d7,0.13846153846153847
17dc337ff9,0.13846153846153847
1da3413c66,0.30769230769230776
2a8b7853c2,0.09230769230769231
338b56566b,0.13846153846153847
67a3f4652b,0.13846153846153847
68fb9913f3,0.1076923076923077
75738ab3bd,0.15384615384615385
7dca668201,0.15384615384615385
d1ed66d632,0.12307692307692308
08546b9ea5,0.09230769230769231
155ee1f022,0.15384615384615385
216afd42a8,0.2
2ae9e490c3,0.23076923076923078
37a8b01ee1,0.2
3e06610c7b,0.12307692307692308
